0.147071,-0.0101422,0.10518,0,0,0,0,0,0,0,0,0,6.7275,0,0,1,1,0,0,4
11.0529,-0.0173642,-0.0560691,0,0,0,0,0,0,0,0,0,6.11591,0,0,1,1,0,0,1
-1.39986,-0.00581164,3.89262,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4
2.43626,-0.00849878,3.49284,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5
5.12815,-0.0126125,0.745766,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6
7.51301,-0.0171783,-2.61824,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
11.0859,-0.021128,-4.29986,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
14.3126,-0.0223622,-3.15626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
15.5781,-0.0206528,-0.210502,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4
14.0516,-0.0168732,2.88568,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5
9.6375,-0.0132402,3.53345,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6
6.47735,-0.0134472,0.814199,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
4.14242,-0.0147239,-2.38815,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
0.821083,-0.0142548,-4.20596,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
-2.49768,-0.0116258,-3.49145,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4
-4.30175,-0.0081889,-0.758052,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5
