0.0480827,0.00494959,0.0480827,0,0,0,0,0,0,0,0,0,156.247,0,0,1,1,0,0,2
-9.60432,-2.86418,-6.32109,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4
-9.11897,-5.62819,-5.8321,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5
-7.90503,-8.00253,-4.87239,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6
-6.27048,-9.61375,-3.67217,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
-3.89616,-10.6503,-2.00437,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
-1.42926,-10.674,-0.332658,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
1.51034,-9.41434,1.58466,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4
3.90217,-6.91443,3.05913,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5
5.55557,-2.49081,3.922,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6
5.16483,2.15975,3.38762,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
2.36689,6.1037,1.26431,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
-0.609504,7.26624,-0.818449,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
-4.18321,6.67849,-3.2041,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4
-6.38194,5.19886,-4.60702,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5
-8.35146,2.61204,-5.7905,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6
